                 LAT,                 LON,
          +329834310,         -1172650268,
          +329834304,         -1172650261,
          +329834298,         -1172650265,
          +329834296,         -1172650268,
          +329834298,         -1172650269,
          +329834300,         -1172650271,
          +329834303,         -1172650277,
          +329834296,         -1172650283,
          +329834292,         -1172650289,
          +329834294,         -1172650291,
          +329834296,         -1172650294,
          +329834297,         -1172650294,
          +329834305,         -1172650294,
          +329834313,         -1172650292,
          +329834320,         -1172650297,
          +329834323,         -1172650307,
          +329834324,         -1172650317,
          +329834326,         -1172650335,
